image_path,weapon_detection_best_detections,weapon_detection_best2_detections,weapon_detection_model_detections,weapon_detection_EffientNet_detections,emotion_recognition_deepface_emotions,emotion_recognition_fer_emotions,environment_detection_violenceEnvironment_detections,alarme
4942_jpg.rf.de116405a8b49ebe0f42651030aaf50f.jpg,"[{'label': 'knife', 'confidence': 0.9636054039001465}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 80.23669601897574}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
5019_jpg.rf.0612e3489690cda37c2dc67872d6a93a.jpg,"[{'label': 'knife', 'confidence': 0.9781635403633118}]",[],"[{'label': 'Pistol', 'confidence': 0.6795491576194763}, {'label': 'Pistol', 'confidence': 0.6199876666069031}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.93597865867869}","{'emotion': 'neutral', 'confidence': 0.34}",[],1
5019_jpg.rf.c22cc0d4394f5aa8e61b30a2d9463364.jpg,"[{'label': 'guns', 'confidence': 0.7346361875534058}]","[{'label': 'gun', 'confidence': 0.7032393217086792}]","[{'label': 'Pistol', 'confidence': 0.7903854846954346}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.99101757949695}","{'emotion': 'neutral', 'confidence': 0.56}",[],1
5019_jpg.rf.d61ca77a366d3df72f24e760a27f9c6f.jpg,"[{'label': 'knife', 'confidence': 0.9793114066123962}]","[{'label': 'gun', 'confidence': 0.7032582759857178}]","[{'label': 'Pistol', 'confidence': 0.7225551009178162}, {'label': 'Pistol', 'confidence': 0.5527926087379456}]","[{'label': 'weapon', 'confidence': 0.9733632206916809}]","{'emotion': 'sad', 'confidence': 99.97833371162415}","{'emotion': 'neutral', 'confidence': 0.67}",[],1
5019_jpg.rf.f2f424d1e0f9a65e39dde90c3ab06979.jpg,"[{'label': 'guns', 'confidence': 0.7346361875534058}]","[{'label': 'gun', 'confidence': 0.7032393217086792}]","[{'label': 'Pistol', 'confidence': 0.7903854846954346}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.99101757949695}","{'emotion': 'neutral', 'confidence': 0.56}",[],1
5182_jpg.rf.9a4c58ad018bf9d99c12b385aa4645a3.jpg,"[{'label': 'guns', 'confidence': 0.7544466853141785}]",[],[],"[{'label': 'weapon', 'confidence': 0.9042285680770874}]","{'emotion': 'sad', 'confidence': 50.050199031829834}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
5182_jpg.rf.b890b909b7aeee2e8490fdec62615959.jpg,"[{'label': 'knife', 'confidence': 0.9843364953994751}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 60.892510414123535}","{'emotion': 'neutral', 'confidence': 0.66}",[],1
5182_jpg.rf.f7f8dceaf1bb8c82105ee9db9cf42850.jpg,"[{'label': 'knife', 'confidence': 0.9773799777030945}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 54.07293390358282}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
5653_jpg.rf.6528064cbc7a7d5b015f11de9df2fe11.jpg,"[{'label': 'guns', 'confidence': 0.7430761456489563}, {'label': 'guns', 'confidence': 0.564330518245697}]",[],[],"[{'label': 'weapon', 'confidence': 0.9997807145118713}]","{'emotion': 'neutral', 'confidence': 92.76677923004503}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
5653_jpg.rf.b2efaf5a7112735df328d1ce8de83d68.jpg,"[{'label': 'knife', 'confidence': 0.9578267335891724}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 99.91559982299805}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
5653_jpg.rf.f774225c7bcf4f0c38fd93eefa7468f7.jpg,"[{'label': 'knife', 'confidence': 0.9720997214317322}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.9502956837592}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
5730_jpg.rf.44859060dc55f38b00e60e8556843707.jpg,"[{'label': 'knife', 'confidence': 0.9614869356155396}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 92.168527841568}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
619_jpg.rf.34c7e980fa2a5739595d0983eb0124fd.jpg,"[{'label': 'guns', 'confidence': 0.7450218796730042}, {'label': 'guns', 'confidence': 0.6248675584793091}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 79.37929630279541}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7186206579208374}]",1
6_22_1_0001436_jpg.rf.54a1f6de3fdab7465a0abe3dab723aa0.jpg,"[{'label': 'knife', 'confidence': 0.5986695885658264}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 46.14481031894684}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
6_22_1_0001816_jpg.rf.9b5f500ace6206ba113f71cbbba3a73f.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'surprise', 'confidence': 99.91193413734436}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
7872_jpg.rf.05d28eef936325091624e143b630132a.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 99.67155460458343}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
7_7_asd_00141010_jpg.rf.91f16c85c24ce4a491484d5fe998a4b0.jpg,"[{'label': 'guns', 'confidence': 0.6587496399879456}]",[],"[{'label': 'Pistol', 'confidence': 0.7416852116584778}]","[{'label': 'weapon', 'confidence': 0.9595878720283508}]","{'emotion': 'fear', 'confidence': 99.8577356338501}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
84_Arma_jpg.rf.27286c2a18294a6f48817af02e71cf2c.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9853058457374573}]","{'emotion': 'angry', 'confidence': 96.54088595753228}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armas-1858-_jpg.rf.bd2692c90f299d5a78b5269e530af540.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 98.8739372642115}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armas-2864-_jpg.rf.38ba1914821ad275cbbe11762f39f319.jpg,"[{'label': 'guns', 'confidence': 0.8331634402275085}]",[],[],"[{'label': 'weapon', 'confidence': 0.997118353843689}]","{'emotion': 'sad', 'confidence': 76.211695445281}","{'emotion': 'happy', 'confidence': 0.4}",[],1
armas_1110_jpg.rf.9ac49dbc65eb5f9de81eeef273909673.jpg,"[{'label': 'guns', 'confidence': 0.658726692199707}]",[],[],"[{'label': 'weapon', 'confidence': 0.991378664970398}]","{'emotion': 'neutral', 'confidence': 99.5487630367279}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.5224024057388306}]",1
armas_1949_jpg.rf.916ea6242c81541a57707c1fa31735fa.jpg,"[{'label': 'guns', 'confidence': 0.8323733806610107}]","[{'label': 'gun', 'confidence': 0.6310282349586487}]","[{'label': 'Pistol', 'confidence': 0.8309127688407898}, {'label': 'Knife', 'confidence': 0.6322742104530334}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 89.36446905136108}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armas_2031_jpg.rf.d112985aa3b2c7e1a3397171daf84321.jpg,"[{'label': 'guns', 'confidence': 0.7653289437294006}, {'label': 'guns', 'confidence': 0.5304250121116638}]","[{'label': 'gun', 'confidence': 0.5153111219406128}]","[{'label': 'Pistol', 'confidence': 0.6952992081642151}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.92739559085422}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armas_2869_jpg.rf.b0afb9c5b88683482163dd3bda72f4ae.jpg,"[{'label': 'guns', 'confidence': 0.8129107356071472}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 74.38150644302368}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armas_2885_jpg.rf.cedd62b01611da41c6fae7443880885e.jpg,"[{'label': 'guns', 'confidence': 0.580515444278717}]",[],[],"[{'label': 'weapon', 'confidence': 0.9910247325897217}]","{'emotion': 'sad', 'confidence': 99.99892711639404}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armaX_005_jpg.rf.a0936bbf3fd84faf04250c02375c73a3.jpg,"[{'label': 'guns', 'confidence': 0.8193287253379822}]",[],"[{'label': 'Pistol', 'confidence': 0.7777328491210938}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 96.38674855232239}","{'emotion': 'neutral', 'confidence': 0.43}",[],1
armaX_007_jpg.rf.afe9410f34f54c76ec00316690c6bcfa.jpg,"[{'label': 'guns', 'confidence': 0.7878171801567078}]",[],"[{'label': 'Pistol', 'confidence': 0.8444321155548096}]","[{'label': 'weapon', 'confidence': 0.9951321482658386}]","{'emotion': 'neutral', 'confidence': 60.935977753161055}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armaX_042_jpg.rf.4f227a89089767aea2ee343b9731f925.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 54.26555871963501}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.6110066175460815}]",1
armaX_062_jpg.rf.39bf1238360ebad1d9e091781d444c5d.jpg,[],[],"[{'label': 'rifle', 'confidence': 0.701114296913147}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 99.86833333184322}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armaX_063_jpg.rf.fada7324750e4496189f7341040f2cb6.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 56.953729027954225}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armaX_167_jpg.rf.86b23637f9c2139abd1b5bf132c2e24b.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 60.68849563598633}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
armaX_176_jpg.rf.fa9a3639d2681325154a17d903cab2e2.jpg,"[{'label': 'guns', 'confidence': 0.8140855431556702}]","[{'label': 'gun', 'confidence': 0.5243010520935059}]","[{'label': 'Pistol', 'confidence': 0.8286622762680054}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 88.26639652252197}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Asalto_15_0021_jpg.rf.96786ea2fa509d401aa76561a36bd67b.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 66.28187700726068}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Asalto_3_0004_jpg.rf.4fb2eba3a1af2746ea256a69714404db.jpg,[],[],"[{'label': 'rifle', 'confidence': 0.5890311598777771}]","[{'label': 'weapon', 'confidence': 0.9421614408493042}]","{'emotion': 'fear', 'confidence': 98.4255729228941}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
augmented_02604_png_jpg.rf.4efc0bacd0e5d1996f3a450db0026149.jpg,"[{'label': 'guns', 'confidence': 0.7877947092056274}]","[{'label': 'gun', 'confidence': 0.5523842573165894}]","[{'label': 'handgun', 'confidence': 0.7030103802680969}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 65.74096083641052}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
augmented_02734_png_jpg.rf.ce0c79c8382634900b714722092d6524.jpg,"[{'label': 'guns', 'confidence': 0.7950299978256226}]",[],"[{'label': 'Grenade', 'confidence': 0.6719507575035095}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 92.89319472868411}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.5479034781455994}]",1
"ChatGPT Image Apr 17, 2025, 11_20_06 PM.png",[],[],"[{'label': 'Pistol', 'confidence': 0.8102259039878845}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 34.342893958091736}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
"ChatGPT Image Apr 17, 2025, 11_37_01 PM.png",[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 68.81754994392395}","{'emotion': 'neutral', 'confidence': 0.83}",[],1
"ChatGPT Image Apr 17, 2025, 11_45_44 PM.png",[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 98.69421712721689}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
"ChatGPT Image Apr 17, 2025, 11_51_55 PM.png",[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 67.23688450299316}","{'emotion': 'neutral', 'confidence': 0.73}",[],1
"ChatGPT Image Apr 17, 2025, 11_52_06 PM.png","[{'label': 'knife', 'confidence': 0.5727914571762085}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 94.15458336256445}","{'emotion': 'neutral', 'confidence': 0.92}",[],1
"ChatGPT Image Apr 18, 2025, 12_04_13 AM.png",[],[],"[{'label': 'Pistol', 'confidence': 0.5467532873153687}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.13091058319274}","{'emotion': 'sad', 'confidence': 0.85}",[],1
"ChatGPT Image Apr 18, 2025, 12_04_23 AM.png","[{'label': 'guns', 'confidence': 0.7463979125022888}]",[],"[{'label': 'Pistol', 'confidence': 0.6838918328285217}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 80.42648317971725}","{'emotion': 'sad', 'confidence': 0.58}",[],1
"ChatGPT Image Apr 18, 2025, 12_04_30 AM.png","[{'label': 'knife', 'confidence': 0.6287131905555725}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 99.66868758201599}","{'emotion': 'sad', 'confidence': 0.46}",[],1
DefenseAndSurvive07_jpg.rf.3b3d3261320ce70080b377de448156f0.jpg,"[{'label': 'knife', 'confidence': 0.7708585858345032}]",[],"[{'label': 'Knife', 'confidence': 0.83790522813797}]","[{'label': 'weapon', 'confidence': 0.985934317111969}]","{'emotion': 'happy', 'confidence': 86.28040552139282}","{'emotion': 'neutral', 'confidence': 0.49}",[],1
DefenseKnifeAttack0731_jpg.rf.21857495158f46dc73621d9b2f1c8cb6.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.8458868861198425}]","[{'label': 'weapon', 'confidence': 0.9969502091407776}]","{'emotion': 'sad', 'confidence': 96.94942235946655}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8010304570198059}]",1
DefenseKnifeAttack0782_jpg.rf.98da403a4567a79b452d740ab3f3bf8b.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.8508914113044739}]","[{'label': 'weapon', 'confidence': 0.9993168115615845}]","{'emotion': 'angry', 'confidence': 83.69264201013542}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.6592593193054199}]",1
DefenseKnifeAttack0792_jpg.rf.a0349a05621f7fe75e9c35176de140e5.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.863219678401947}]","[{'label': 'weapon', 'confidence': 0.9967683553695679}]","{'emotion': 'angry', 'confidence': 69.83193159103394}","{'emotion': 'sad', 'confidence': 0.32}","[{'label': 'violence', 'confidence': 0.8422943949699402}]",1
DSC_00181_JPG_jpg.rf.83f8819f1e2b81e7c604912e6ef163b4.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.8049806356430054}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'surprise', 'confidence': 94.01280283927917}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
DSC_0028_JPG_jpg.rf.e4843abbaf1648c688e7d08abc935657.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.7776515483856201}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 83.05796980857849}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
DSC_0033_JPG_jpg.rf.083f14eea89c3935c5eed89c0cf1045f.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.7178499698638916}, {'label': 'Grenade', 'confidence': 0.6197215914726257}]","[{'label': 'weapon', 'confidence': 0.9952226281166077}]","{'emotion': 'fear', 'confidence': 61.72373294830322}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
DSC_0066_JPG_jpg.rf.cae46869a4990d2244a105ea847b1cdf.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.5891560316085815}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 100.0}","{'emotion': 'happy', 'confidence': 0.61}",[],1
echegaray_CAM06_0012_jpg.rf.ccb9485148cb7790e6e34fa176f225ce.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9951743483543396}]","{'emotion': 'fear', 'confidence': 98.01677489080728}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7697839140892029}]",1
Ekran-Goruntusu-1535-_png.rf.81c9300b9315681ac6e5b8296bf73385.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 83.5222840309143}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1535-_png.rf.af854f6fd43446e0e10770bf9044a098.jpg,"[{'label': 'knife', 'confidence': 0.9782615900039673}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 94.96016502380371}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1536-_png.rf.14d3e8ff3b49e300cd6d4702f76b640e.jpg,"[{'label': 'knife', 'confidence': 0.9810834527015686}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 97.62696013611317}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1536-_png.rf.c85628b7b76211bd3dde766f1d392979.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 94.46654915809631}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1536-_png.rf.e192a090c8dcc1c6bceb2f275a5bb978.jpg,"[{'label': 'knife', 'confidence': 0.9740385413169861}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 98.56681219141556}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1717-_png.rf.f32a214d969422cae4fd63dd078b8080.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9960118532180786}]","{'emotion': 'fear', 'confidence': 59.55360531806946}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1718-_png.rf.313e14f9354434882bfb578e7bff2a62.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 60.86529026809815}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1718-_png.rf.674a45fdcaed37a1c1786438879feafa.jpg,"[{'label': 'knife', 'confidence': 0.9882856607437134}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 91.51354977569281}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1718-_png.rf.7c263d12963dd979359fef0f3081d68b.jpg,"[{'label': 'knife', 'confidence': 0.9834960699081421}]","[{'label': 'gun', 'confidence': 0.6472032070159912}]",[],"[{'label': 'weapon', 'confidence': 0.7879656553268433}]","{'emotion': 'neutral', 'confidence': 84.62432622909546}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1719-_png.rf.568043b27582305cf2337c51a85e1ee6.jpg,"[{'label': 'knife', 'confidence': 0.9869735240936279}]",[],[],"[{'label': 'weapon', 'confidence': 0.9149910807609558}]","{'emotion': 'fear', 'confidence': 83.97584152509671}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1719-_png.rf.bb42451e42b9043ce67076499410b9df.jpg,"[{'label': 'guns', 'confidence': 0.7858823537826538}]",[],[],"[{'label': 'weapon', 'confidence': 0.993956446647644}]","{'emotion': 'fear', 'confidence': 99.5779275894165}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1719-_png.rf.fa8828c26167bedb5500925ac4d401fe.jpg,"[{'label': 'knife', 'confidence': 0.981526792049408}]","[{'label': 'gun', 'confidence': 0.9143158793449402}]",[],"[{'label': 'weapon', 'confidence': 0.9099059700965881}]","{'emotion': 'angry', 'confidence': 99.8286723988457}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Ekran-Goruntusu-1720-_png.rf.4ee468d06e3ec1c074922bbed9fc14ef.jpg,"[{'label': 'knife', 'confidence': 0.9788089394569397}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 98.80293600576735}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.6290335655212402}]",1
ex_fight-43_jpg.rf.5467d52b369bb16101d7d10c749765da.jpg,"[{'label': 'guns', 'confidence': 0.5177727341651917}]",[],[],"[{'label': 'weapon', 'confidence': 0.9448187351226807}]","{'emotion': 'fear', 'confidence': 52.851703932982915}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
fight_0033_frame1500_jpg.rf.055ab8c0a5ddd4d6835007ea103791d1.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9997459053993225}]","{'emotion': 'sad', 'confidence': 100.0}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7109954357147217}, {'label': 'violence', 'confidence': 0.5429480671882629}]",1
fight_0551_frame1695_jpg.rf.0e86ef3db2030362a4294f1579c54be6.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 96.22465968132019}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7823456525802612}]",1
fight_0551_frame2480_jpg.rf.049a7c3177383332e19837544c014b6b.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 45.21502072453005}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8432977199554443}]",1
fight_0620_frame585_jpg.rf.7900fe727e5e49db9996637f8e167511.jpg,[],"[{'label': 'gun', 'confidence': 0.6998790502548218}]",[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 90.89858531951904}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8442022204399109}]",1
fight_0620_frame837_jpg.rf.f9173c8312ee2e9deff86316576de8ff.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 68.35963507179795}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8723541498184204}]",1
fight_0627_frame72_jpg.rf.2d1f8504244a5cfa43a4735db1084ed2.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9998593330383301}]","{'emotion': 'surprise', 'confidence': 99.84695315361023}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
